Media,Title,Link
서울경제,"""이미 결제했는데 요금 또 내야""… 계엄발 환율 급등에 여행사 '한숨'",https://n.news.naver.com/article/011/0004426630?ntype=RANKING
서울경제,밥 먹으러 가던 딸에게 “반란군 자식들 꺼져라”…계엄군 자녀들 향하는 ‘화살’,https://n.news.naver.com/article/011/0004427065?ntype=RANKING
서울경제,"한동훈 ""尹, 내란죄 자백"" 발언에 나경원 ""너무 가벼워, 담화 곱씹어 보자""",https://n.news.naver.com/article/011/0004427009?ntype=RANKING
서울경제,"""尹, 혼군 넘어 '폭군' 될 것"" 유시민 예언 '재조명'…""지나고 보니 다 맞았다""",https://n.news.naver.com/article/011/0004427045?ntype=RANKING
서울경제,"尹 4차 대국민 담화에 뚜껑 열린 시민들…""계엄이 장난이냐""",https://n.news.naver.com/article/011/0004426880?ntype=RANKING
YTN,[속보] '김 여사 특검법' 국회 본회의 통과...15개 의혹 대상,https://n.news.naver.com/article/052/0002126821?ntype=RANKING
YTN,"윤 대통령 ""탄핵이든 수사든 맞서겠다""...국무회의 안건 재가도",https://n.news.naver.com/article/052/0002126849?ntype=RANKING
YTN,"'탄핵 찬반' 여당 내홍 고조...이재명 ""윤, 탄핵 필요성 스스로 증명""",https://n.news.naver.com/article/052/0002126851?ntype=RANKING
YTN,"[속보] 민주노총 등 '탄핵' 행진, 대통령 관저 인근 대치",https://n.news.naver.com/article/052/0002126908?ntype=RANKING
YTN,[속보] 민주노총 등 '탄핵 촉구' 행진 중 경찰 대치...차벽 설치 중,https://n.news.naver.com/article/052/0002126843?ntype=RANKING
한국경제,"[단독] 김은숙 작가, 강남 빌딩 팔아 6년 만에 129억 시세 차익",https://n.news.naver.com/article/015/0005069249?ntype=RANKING
한국경제,"홍준표 ""'윤석열·이재명·한동훈 다 사라져라' 그게 국민여론""",https://n.news.naver.com/article/015/0005069347?ntype=RANKING
한국경제,'피의자 윤석열' 영장에도…대통령실 압색 번번이 막힌 이유,https://n.news.naver.com/article/015/0005069279?ntype=RANKING
한국경제,"의원직 박탈당한 조국 ""더 맑은 사람이 돼 돌아오겠다"" [종합]",https://n.news.naver.com/article/015/0005069270?ntype=RANKING
한국경제,"""통지서 좀 수령해달라""…與, 이재명 '재판 지연 꼼수' 의혹 제기",https://n.news.naver.com/article/015/0005069318?ntype=RANKING
연합뉴스,"곽경택 감독 ""동생 곽규택 투표 불참 실망…대통령 물러나야""",https://n.news.naver.com/article/001/0015102595?ntype=RANKING
연합뉴스,'내란 특검법' 국회 본회의 통과…與 5명 찬성표,https://n.news.naver.com/article/001/0015102395?ntype=RANKING
연합뉴스,내란죄 '셀프 변호' 담긴 尹 담화문…수사 속도 더 빨라지나,https://n.news.naver.com/article/001/0015102642?ntype=RANKING
연합뉴스,"한지아 ""탄핵표결 참여해 바로잡겠다""…與 '탄핵찬성' 7명",https://n.news.naver.com/article/001/0015102464?ntype=RANKING
연합뉴스,"계엄 당일 경찰 무전기록…""의원포함 아무도 못들어간다""",https://n.news.naver.com/article/001/0015102744?ntype=RANKING
아시아경제,"""저는 '술집여자' 입니다""…탄핵집회서 마이크 잡고 나온 어떤 호소",https://n.news.naver.com/article/277/0005516379?ntype=RANKING
아시아경제,"조국, '尹 탄핵안' 표결 못해…""잠시 여러분 곁을 떠난다""",https://n.news.naver.com/article/277/0005516357?ntype=RANKING
아시아경제,"""아빠 제발 정무적 판단 좀""…자녀문자에 국힘 의원이 보낸 답장",https://n.news.naver.com/article/277/0005515925?ntype=RANKING
아시아경제,"'예약 취소, 취소, 취소'…무겁게 덮친 계엄령發 공포",https://n.news.naver.com/article/277/0005516296?ntype=RANKING
아시아경제,"윤상현 ""정우성·이정재와 폭탄주…尹대통령은 정말 잘 마셔""",https://n.news.naver.com/article/277/0005516061?ntype=RANKING
오마이뉴스,"조경태 ""대통령 담화, 국민들 쌍욕할 정도... 윤석열씨라 부르겠다""",https://n.news.naver.com/article/047/0002456048?ntype=RANKING
오마이뉴스,"'광란 담화'에 대통령실로 방향 튼 민주노총 ""윤석열 체포""",https://n.news.naver.com/article/047/0002456056?ntype=RANKING
오마이뉴스,'나 헌법 위반했다' 딱 부러지게 자백한 12·12 담화,https://n.news.naver.com/article/047/0002456072?ntype=RANKING
오마이뉴스,탄핵 집회에 2030 여성이 많을 수밖에 없는 이유 [이슬기의 뉴스 비틀기],https://n.news.naver.com/article/047/0002456046?ntype=RANKING
오마이뉴스,"조국 유죄 확정에 김경수 ""검찰 권력 남용, 국민 심판 받을 것""",https://n.news.naver.com/article/047/0002456036?ntype=RANKING
블로터,"TPG, 8년 만에 '카카오모빌리티' 엑시트 성공하나 [넘버스]",https://n.news.naver.com/article/293/0000061591?ntype=RANKING
블로터,"네이버, 쿠팡플레이 이직한 전 직원 고소…'스포츠 자료' 유출 혐의",https://n.news.naver.com/article/293/0000061556?ntype=RANKING
블로터,"금감원, 현대차증권 2000억 규모 유상증자 계획에 '정정' 요청",https://n.news.naver.com/article/293/0000061593?ntype=RANKING
블로터,"인천공항, 면세점에 임대수수료 감면했지만 장기효과는 '글쎄'",https://n.news.naver.com/article/293/0000061594?ntype=RANKING
블로터,"[ROE 분석] 삼성SDI, 수익성의 한계인가 성장의 발판인가",https://n.news.naver.com/article/293/0000061578?ntype=RANKING
헤럴드경제,“한국 맞아?” 여기가 반찬 공장이라니…벌써 수천만원어치 팔렸다,https://n.news.naver.com/article/016/0002400964?ntype=RANKING
헤럴드경제,31세 양정렬 신상공개…살인 후 지문으로 대출,https://n.news.naver.com/article/016/0002401365?ntype=RANKING
헤럴드경제,[단독] 방첩사 법무실장 임기 1년 남기고 전격 교체…여인형 편제까지 바꿨다,https://n.news.naver.com/article/016/0002401541?ntype=RANKING
헤럴드경제,[속보] ‘尹 탄책집회’ 행진에 한남대로 전 차선 막혀…교통 마비,https://n.news.naver.com/article/016/0002401569?ntype=RANKING
헤럴드경제,"조경태 “‘한동훈 사퇴’ 주장 세력들, 탄핵 입장 밝혀야”",https://n.news.naver.com/article/016/0002401457?ntype=RANKING
SBS,"""국민 협박·성난 민심에 기름""…윤 대통령 담화에 전국서 격앙된 반응",https://n.news.naver.com/article/055/0001214699?ntype=RANKING
SBS,"[현장영상] '친윤'도 당황시킨 대통령 담화…""뭐하는 거야, 지금?""",https://n.news.naver.com/article/055/0001214712?ntype=RANKING
SBS,"혁신당, 조국 징역 2년 확정에 ""판결 존중하지만 납득 어려워""",https://n.news.naver.com/article/055/0001214678?ntype=RANKING
SBS,"[현장영상] ""국민 쌍욕 할 정도 분노케 만든 담화…윤석열 씨라 하겠다""",https://n.news.naver.com/article/055/0001214706?ntype=RANKING
SBS,"선관위 ""윤 대통령 담화, 자신이 당선된 대선 시스템에 대한 자기부정""",https://n.news.naver.com/article/055/0001214707?ntype=RANKING
아이뉴스24,"개그맨 정찬우, 與 정동만 의원에 문자메시지…""형님 힘내세요""",https://n.news.naver.com/article/031/0000892979?ntype=RANKING
아이뉴스24,"이기인 ""마지막 탄핵 찬성표, 막차는 옛 동지 '김용태'이길""",https://n.news.naver.com/article/031/0000893002?ntype=RANKING
아이뉴스24,"윤서인 ""尹, 사과만 하다 무너진 박근혜와는 달라…남자라서 그런가?""",https://n.news.naver.com/article/031/0000892987?ntype=RANKING
아이뉴스24,"조국 '운명의 날'…감옥이냐, 대선이냐",https://n.news.naver.com/article/031/0000892684?ntype=RANKING
아이뉴스24,"경찰청장·서울청장, '계엄 선포' 미리 알았다",https://n.news.naver.com/article/031/0000892996?ntype=RANKING
조선일보,달리는 기차서 몸 내밀고 사진 찍다가…나무에 부딪혀 떨어진 中 관광객,https://n.news.naver.com/article/023/0003876027?ntype=RANKING
조선일보,"﻿“숨이 턱턱 막힌다” 故김수미, 말년에 남긴 일기엔…",https://n.news.naver.com/article/023/0003876004?ntype=RANKING
조선일보,한지아 “대통령 거취는 국민이 선택”... 탄핵 찬성 與 의원 7명으로 늘어,https://n.news.naver.com/article/023/0003876095?ntype=RANKING
조선일보,대통령 권한 계속 행사하는 尹… 국무회의 안건 42건 재가,https://n.news.naver.com/article/023/0003876093?ntype=RANKING
조선일보,"대통령실 향하던 민노총, 한남대로 점거하고 尹 관저 진입 시도",https://n.news.naver.com/article/023/0003876109?ntype=RANKING
중앙일보,"개그맨 정찬우 뜻밖 근황…'특검 반대' 與정동만에 ""형님 힘내세요""",https://n.news.naver.com/article/025/0003407436?ntype=RANKING
중앙일보,"尹 ""국헌문란·폭동 아니다""…법조계 ""판례 어긋나고 허점 많다""",https://n.news.naver.com/article/025/0003407440?ntype=RANKING
중앙일보,"""김건희, '한동훈 반드시 손봐야' 친윤 유튜버에 전화""",https://n.news.naver.com/article/025/0003407378?ntype=RANKING
중앙일보,"""충청의 아들에 배신당한 기분""…尹부친 고향에 '탄핵 촉구' 현수막 [르포]",https://n.news.naver.com/article/025/0003407435?ntype=RANKING
중앙일보,"'與곽규택 친형' 곽경택 감독 ""투표 불참에 분노…尹 탄핵 마땅""",https://n.news.naver.com/article/025/0003407434?ntype=RANKING
한겨레,"윤석열, 담화 뒤 보란 듯 권한 행사…국무회의 안건 42건 재가",https://n.news.naver.com/article/028/0002721382?ntype=RANKING
한겨레,"나경원 “윤석열 담화 의미 곱씹어야…한동훈 언행, 너무 가벼워”",https://n.news.naver.com/article/028/0002721357?ntype=RANKING
한겨레,"‘소방관’ 곽경택 감독 호소 “동생의 투표 불참, 나도 실망했다”",https://n.news.naver.com/article/028/0002721424?ntype=RANKING
한겨레,[속보] “계엄 전 윤 만난 것 확인”…경찰청장·서울청장 구속영장 신청,https://n.news.naver.com/article/028/0002721396?ntype=RANKING
한겨레,조경태 “이제 윤석열씨라 하겠다…쌍욕할 정도로 국민 분노케”,https://n.news.naver.com/article/028/0002721416?ntype=RANKING
한국일보,"[단독] ""차벽 설치해"" ""월담 시도 차단""... '그날 밤' 서울경찰청 지휘부 무전엔",https://n.news.naver.com/article/469/0000838474?ntype=RANKING
한국일보,"“尹, 고3보다 삼권분립 몰라” 부산 여고생 연설 영상 화제",https://n.news.naver.com/article/469/0000838458?ntype=RANKING
한국일보,"내란 특검, 내란 공범 탄핵안, 김건희 특검 가결... 與 줄줄이 이탈표",https://n.news.naver.com/article/469/0000838460?ntype=RANKING
한국일보,'尹대통령 탄핵' 찬성 78%···'내란죄로 처벌'도 69%,https://n.news.naver.com/article/469/0000838429?ntype=RANKING
한국일보,'최상목 대통령 권한대행설' 왜? 尹 탄핵 시 '승계 서열' 봤더니,https://n.news.naver.com/article/469/0000838407?ntype=RANKING
JTBC,"[단독] ""사병은 국회 안 보냈다"" 거짓말…수방사 ""사병 61명 국회 투입""",https://n.news.naver.com/article/437/0000422265?ntype=RANKING
JTBC,"'탄핵 찬성' 한동훈에…황교안·나경원 등 ""가볍기가 깃털""",https://n.news.naver.com/article/437/0000422264?ntype=RANKING
JTBC,"""자기만의 세계 빠져 '망상 쿠데타'…명확한 폭동"" 윤 담화 직격",https://n.news.naver.com/article/437/0000422259?ntype=RANKING
JTBC,[단독] 국무회의 참석 중기부 장관 “계엄공고문 못 봤다. 심의문서 사인도 안 해”,https://n.news.naver.com/article/437/0000422258?ntype=RANKING
JTBC,"[단독] 김여사 종묘 차담회 손님은 ""미국 화가 가족""…'사적 이용' 논란",https://n.news.naver.com/article/437/0000422271?ntype=RANKING
헬스조선,"“머리 빠지고 생리도 멈춰” 이세영… 살 빼려 ‘이것’ 끊었다가 의외의 부작용, 뭐였길래?",https://n.news.naver.com/article/346/0000084625?ntype=RANKING
헬스조선,"“살 얼마나 뺀 거야?” 미나 시누이 박수지, ‘대박’ 다이어트 근황 공개… 사진 보니?",https://n.news.naver.com/article/346/0000084639?ntype=RANKING
헬스조선,‘뒤집힌 사진’ 보고 바로 누구인지 맞히면? “당신은 상위 0.1% 초인식자”,https://n.news.naver.com/article/346/0000084680?ntype=RANKING
헬스조선,"남편이 절벽서 밀어 34m 추락, 기적 생존… ""위자료 57억 요구""",https://n.news.naver.com/article/346/0000084673?ntype=RANKING
헬스조선,"“축구공 맞았을 뿐인데”… 평생 마비로 살게 된 40대 男, 무슨 일?",https://n.news.naver.com/article/346/0000084626?ntype=RANKING
매일경제,"“계엄은 합법”…尹 지지 발언 변호사·정치평론가, 진행하던 라디오서 하차",https://n.news.naver.com/article/009/0005412728?ntype=RANKING
매일경제,"“이제 윤석열씨라고 하겠다”…분노한 與조경태, 욕하고 싶은 나쁜담화",https://n.news.naver.com/article/009/0005412719?ntype=RANKING
매일경제,“나라 먼저 지키자”…尹 퇴진 집회 참석하는 삼성전자 노조,https://n.news.naver.com/article/009/0005412494?ntype=RANKING
매일경제,"탄핵 가결까지 이제 한표 남았다…국힘 7번째 공개 찬성 의원, 누구길래",https://n.news.naver.com/article/009/0005412543?ntype=RANKING
매일경제,“아침부터 참 쓰네”…尹 대국민 담화 TV로 본 배우 서하준의 한 마디,https://n.news.naver.com/article/009/0005412613?ntype=RANKING
KBS,"중앙선관위 “대통령 발언, 사실과 달라…불가능한 시나리오”",https://n.news.naver.com/article/056/0011855804?ntype=RANKING
KBS,진짜 부정선거 때문인지 알아보자…국힘 반성문 뜯어보니 [창+],https://n.news.naver.com/article/056/0011855734?ntype=RANKING
KBS,‘망국’ 알리려 계엄 선포?…‘여러분 저를 믿으시죠’ 2탄 [창+],https://n.news.naver.com/article/056/0011855756?ntype=RANKING
KBS,"골드버그 대사, 한국 못 떠날 듯…계엄과 탄핵을 바라보는 미국의 생각",https://n.news.naver.com/article/056/0011855869?ntype=RANKING
KBS,내란 특검법·김 여사 특검법·법무부장관·경찰청장 탄핵안 본회의 통과,https://n.news.naver.com/article/056/0011855860?ntype=RANKING
디지털타임스,"尹 ""전산시스템 엉터리라 점검 지시""…자료 꺼낸 선관위 ""선거불복 조장""",https://n.news.naver.com/article/029/0002922314?ntype=RANKING
디지털타임스,"한지아 ""탄핵 찬성해 바로잡겠다""…국민의힘서 7명째",https://n.news.naver.com/article/029/0002922472?ntype=RANKING
디지털타임스,"與 조경태 ""尹 담화, 국민이 쌍욕할 정도로 분노케 하는 담화""",https://n.news.naver.com/article/029/0002922362?ntype=RANKING
디지털타임스,"[여의도 왁자지껄] ""뭐야 이거 지금?""…권성동, 원대 선출 앞두고 尹 담화에 보인 반응",https://n.news.naver.com/article/029/0002922448?ntype=RANKING
디지털타임스,"尹내란 일반특검법, 4번째 김건희 특검법 국회 본회의 통과",https://n.news.naver.com/article/029/0002922404?ntype=RANKING
파이낸셜뉴스,‘최태원 차녀’ 최민정 “美 의료시스템이 비극적 살인 불러” 지적한 이유는,https://n.news.naver.com/article/014/0005281226?ntype=RANKING
파이낸셜뉴스,"""반란군 자식들아 꺼져라""..식사 중 계엄군 자녀에 선 넘은 비난",https://n.news.naver.com/article/014/0005281207?ntype=RANKING
파이낸셜뉴스,"""계엄령 역시 옳았어"" VS ""빨리 끌어내려야""...둘로 쪼개진 세종대로",https://n.news.naver.com/article/014/0005281550?ntype=RANKING
파이낸셜뉴스,"윤상현 ""한동훈, 배신의 정치...나 살자고 대통령 먼저 던져""",https://n.news.naver.com/article/014/0005281450?ntype=RANKING
파이낸셜뉴스,"14일 탄핵표결 앞두고 루비콘강 건넌 尹·韓..""당당히 맞설 것"" vs ""탄핵 찬성""",https://n.news.naver.com/article/014/0005281558?ntype=RANKING
강원도민일보,"[속보] 야 6당, 윤 대통령 2차 탄핵안 국회 제출…14일 표결",https://n.news.naver.com/article/654/0000096862?ntype=RANKING
강원도민일보,"윤 대통령, 자진사퇴 거부 의지(?)…법률안·대통령령 42건 재가",https://n.news.naver.com/article/654/0000096849?ntype=RANKING
강원도민일보,"국민의힘 한지아, 尹 탄핵 공개 찬성…가결까지 단 1명 남았다",https://n.news.naver.com/article/654/0000096832?ntype=RANKING
강원도민일보,"속초시, 접경지역 지정된다",https://n.news.naver.com/article/654/0000096825?ntype=RANKING
강원도민일보,"[속보] 선관위 ""尹담화, 자신 당선된 대선시스템 자기부정""",https://n.news.naver.com/article/654/0000096852?ntype=RANKING
국민일보,"조국 대표, 입시비리 혐의 징역 2년 확정…조만간 구속 수감",https://n.news.naver.com/article/005/0001745425?ntype=RANKING
국민일보,"“부정선거? 대통령 당선자의 자기부정” 선관위, 음모론 규탄",https://n.news.naver.com/article/005/0001745506?ntype=RANKING
국민일보,"권성동, 尹 담화에 “뭐 하는 거야 지금” 당황",https://n.news.naver.com/article/005/0001745517?ntype=RANKING
국민일보,"尹 “野, 광란의 칼춤… 마지막까지 국민과 함께 싸우겠다” [전문]",https://n.news.naver.com/article/005/0001745388?ntype=RANKING
국민일보,‘방첩사 계엄문건’ 열자 악성코드 주르룩…계엄 악용한 피싱 기승,https://n.news.naver.com/article/005/0001745496?ntype=RANKING
부산일보,"""윤 대통령 즉각 하야하라""에 국힘 부산 시의원 일괄 퇴장",https://n.news.naver.com/article/082/0001302510?ntype=RANKING
부산일보,"홍준표 ""이재명·윤석열·한동훈 셋 다 사라졌으면… 그게 국민 여론""",https://n.news.naver.com/article/082/0001302518?ntype=RANKING
부산일보,"시신 지문으로 6000만 원 대출 받은 김천 살인범, 정체는 31세 양정렬",https://n.news.naver.com/article/082/0001302482?ntype=RANKING
부산일보,자진사퇴 거부한 尹 법률안 재가…또 대통령 권한 행사,https://n.news.naver.com/article/082/0001302497?ntype=RANKING
부산일보,"선관위 ""尹 담화, 자신 당선된 대선시스템에 대한 자기부정""",https://n.news.naver.com/article/082/0001302502?ntype=RANKING
서울신문,“부하 딸에게 ‘반란군 자식들아 꺼져’ 욕설”…계엄군 자녀에게 쏟아진 비난,https://n.news.naver.com/article/081/0003503021?ntype=RANKING
서울신문,국회 본회의 與의원 폰에 포착된 개그맨 메시지 “형님 늘 응원합니다”,https://n.news.naver.com/article/081/0003503026?ntype=RANKING
서울신문,“국민의힘 의원이 감독 동생이래” 잘나가던 영화에 ‘날벼락’,https://n.news.naver.com/article/081/0003503015?ntype=RANKING
서울신문,"‘내란 혐의’ 김봉식 서울경찰청장, 구속영장심사 포기 의사",https://n.news.naver.com/article/081/0003503012?ntype=RANKING
서울신문,"칩거 깬 尹, 바로 대통령 권한 행사…국무회의 안건 42건 재가",https://n.news.naver.com/article/081/0003503006?ntype=RANKING
연합뉴스TV,"윤 대통령, 오늘 국무회의 안건 42건 재가…대통령 권한 행사",https://n.news.naver.com/article/422/0000697906?ntype=RANKING
연합뉴스TV,"여, 尹 퇴진 거부에 탄핵 찬성론 분출…한 표 남았다",https://n.news.naver.com/article/422/0000697908?ntype=RANKING
연합뉴스TV,"[녹취구성] 윤대통령 ""야, 광란의 칼춤…탄핵하든 수사하든 당당히 맞설 것""",https://n.news.naver.com/article/422/0000697869?ntype=RANKING
연합뉴스TV,[씬속뉴스] 탄핵 표결 불참에 '시민 분노'…2차 표결 앞두고 근조화환 행렬·장례식 퍼포먼스,https://n.news.naver.com/article/422/0000697907?ntype=RANKING
연합뉴스TV,"검찰, 복지부 장관 '피의자' 조사…군 압수수색 확대",https://n.news.naver.com/article/422/0000697910?ntype=RANKING
동아일보,김건희 특검법-내란 일반특검 본회의 통과…與 반대 당론에도 이탈표,https://n.news.naver.com/article/020/0003603822?ntype=RANKING
동아일보,與이탈표 하나 남았다…진종오 한지아 등 7명 “탄핵 찬성”,https://n.news.naver.com/article/020/0003603791?ntype=RANKING
동아일보,"조국, ‘입시비리’ 징역 2년 확정… 의원직 상실, 대선출마 못해",https://n.news.naver.com/article/020/0003603786?ntype=RANKING
동아일보,"생식기 헤르페스, 5명 중 1명꼴로 감염…매초 1명이상 전염",https://n.news.naver.com/article/020/0003603758?ntype=RANKING
동아일보,"선관위 “尹담화, 자신이 당선된 시스템에 대한 자기부정”",https://n.news.naver.com/article/020/0003603829?ntype=RANKING
뉴스1,"[속보] 국방장관 직대-한미연합군사령관 화상회의…""외부 위협 대응""",https://n.news.naver.com/article/421/0007964429?ntype=RANKING
뉴스1,"노래방 도우미 여성, 단상 올라 '尹 탄핵' 목청…""손가락질할 거 알지만""",https://n.news.naver.com/article/421/0007962936?ntype=RANKING
뉴스1,"尹 '가짜 출근' 정황…경찰청 블라인드 ""속 시원, 직원까지 속이며 생쇼""",https://n.news.naver.com/article/421/0007964087?ntype=RANKING
뉴스1,윤 부부 '2개의 특검' 통과…'尹내란' 역대 최대 규모·김건희 15개 혐의,https://n.news.naver.com/article/421/0007964319?ntype=RANKING
뉴스1,탄핵 한표 아쉬운데 조국 의원직 상실…'野 192표'서 줄어들까,https://n.news.naver.com/article/421/0007964207?ntype=RANKING
